.travel,"Airline-related travel agencies, resources, bloggers & services, city guides & tourist attractions, transportation businesses, destination resorts, hotels",,,,,Must be verified as a legitimate travel-related entity.
.travelersinsurance,,,,"Travelers TLD, LLC[11]","Travelers TLD, LLC[11]",Reserved for Travelers Insurance
.trust,,,,UNR Corp.[11],UNR Corp.[11],
.tube,,,,Latin American Telecom LLC[11],Latin American Telecom LLC[11],
.tunes,,,,"Amazon Registry Services, Inc.[11]","Amazon Registry Services, Inc.[11]",
.uconnect,,,,Not assigned[11][75],Not assigned[11][75],
.university,"Online universities, brick-and-mortar universities, university-related clubs & organizations",,,Identity Digital,Identity Digital,—
.uno,"general, Spanish and Italian speakers, Uno (card game)",,,,,
.vacations,"Airline-related travel agencies, resources, bloggers & services, city guides & tourist attractions, transportation businesses, destination resorts, hotels",,,Identity Digital,Identity Digital,—
.ventures,"Venture capital investment firms, business financial services, business consultants, programs & services for entrepreneurs",,,Identity Digital,Identity Digital,—
.vet,"Veterinarians, veterinary clinics and hospitals, wholesale suppliers for veterinary supplies",,,Identity Digital,Identity Digital,—
.video,"Video production & media companies, videographers, video editors, script writers, & producers, streaming video sites services, creative agencies",,,Identity Digital,Identity Digital,—
.villas,"International real estate brokers/agents, international travel agencies, resources & services, travel writers & bloggers, traditional “classified” sites",,,Identity Digital,Identity Digital,—
.vin,"Wineries, wine shops & wine bars, wine distributors, wine clubs & online retailers, wine review sites and apps",,,Identity Digital,Identity Digital,—
.vip,Very important persons,,,Minds + Machines Group Limited[11],Minds + Machines Group Limited[11],
.vision,"Opticians & optometry clinics, healthcare providers, insurance provider, glasses retailers, online and brick & mortar",,,Identity Digital,Identity Digital,—
.vodka,vodka-related businesses and interest,,,,,—
.volvo,,,,AB Volvo,AB Volvo,Only Volvo Holding Sverige Aktiebolag and its Affiliates are eligible to register a Domain Name under the .volvo Domain [76]
.vote,democratic elections and campaign websites,,,Identity Digital,Identity Digital,"Must use the domain in connection with a ""clearly identified political/democratic process.""[77]"
.voting,polling sites,,,,,—
.voyage,"Airline-related travel agencies, resources, bloggers & services, city guides & tourist attractions, transportation businesses, destination resorts, hotels",,,Identity Digital,Identity Digital,—
.wang,"general
Wǎng is a Chinese Mandarin pinyin rendering of 网 (traditional 網) meaning ""web"" or ""portal"".[78]
Wang is also a common surname in mainland China.",,,Zodiac Registry,Zodiac Registry,—
.watch,"Watchmakers, jewelry stores, watch repair shops, neighborhood watch groups",,,Identity Digital,Identity Digital,—
.watches,watches,,,Identity Digital[11],Identity Digital[11],
.weather,,,,International Business Machines Corporation[11],International Business Machines Corporation[11],Reserved for The Weather Channel
.webcam,web cam shows and video sharing,,,Global Registry Services Ltd[10],Global Registry Services Ltd[10],—
.website,general,,,Radix Registry,Radix Registry,—
.wed,engaged couples and wedding-oriented businesses,,,,,"This TLD is intended primarily for engaged couples on a short-term basis[80]And although the registry is advertising for multiple world languages, all domains appear to need to be in Latin script.[81]"
.wedding,wedding-oriented businesses,,,Minds + Machines[n 3],Minds + Machines[n 3],—
.whoswho,Who's Who (general),,,Who's Who Registry,Who's Who Registry,"An open TLD.Registry policies allow for rapid takedown of non-compliant domains, for violations including imposturous registration of another's names, and proscribed uses, including pornography"
.wiki,wikis,,,Top Level Design,Top Level Design,"""An open TLD for anyone interested in community resource creation"""
.win,"games, Microsoft Windows",,,Global Registry Services Ltd[10],Global Registry Services Ltd[10],—
.wine,"Wineries, wine bars, wine shops, wine distributors, wine clubs & online retailers, wine review sites",,,Identity Digital,Identity Digital,—
.winners,,,,"The TJX Companies, Inc.[11]","The TJX Companies, Inc.[11]",Reserved for TJX Companies
.work,general,,,Minds + Machines[n 3],Minds + Machines[n 3],—
.works,"Contractors, distribution companies, appliance wholesalers auto/boat/heavy equipment businesses, companies with solution based products or services",,,Identity Digital,Identity Digital,—
.world,"Brands with an international presence, nonprofits and charities, world travelers & global communities, any business with “world” in its name",,,Identity Digital,Identity Digital,—
.wow,,,,"Amazon Registry Services, Inc.[11]","Amazon Registry Services, Inc.[11]",
.wtf,"Bargain websites, photo & video aggregators, meme sites, news of the weird",,,Identity Digital,Identity Digital,—
.xxx,adult entertainment (pornography),,,Uniregistry,Uniregistry,"For sites providing sexually explicit content, such as pornography."
.xyz,general,,,XYZ.com,XYZ.com,—
.yachts,yachts,,,"DERYachts, LLC","DERYachts, LLC",
.yoga,yoga,,,Minds + Machines[n 3],Minds + Machines[n 3],—
.you,,,,"Amazon Registry Services, Inc.[11]","Amazon Registry Services, Inc.[11]",
.youtube,,,,"Google, LLC","Google, LLC",Reserved for YouTube
.zero,,,,"Amazon Registry Services, Inc.[11]","Amazon Registry Services, Inc.[11]",
.zip,"digital storage information, providers, and related entities.",,,Charleston Road Registry Inc. (Google)[11],Charleston Road Registry Inc. (Google)[11],
.zone,"Sports fans, technology groups & followers, entertainment, fairs, destinations with a “zone”, city planners & zoning regulators, any topic with a following",,,Identity Digital,Identity Digital,—
.aaa,American Automobile Association,,,,,[11]
.aarp,AARP,,,,,[11]
.abarth,Fiat Chrysler Automobiles (Abarth),,,,,[11]
.abb,ABB,,,,,[11]
.abbott,Abbott Laboratories,,,,,[11]
.abbvie,AbbVie,,,,,[11]
.abc,American Broadcasting Company[153],,,,,[11]
.accenture,Accenture,,,,,[11]
.aco,ACO Severin Ahlmann GmbH & Co. KG,,,,,[11]
.aeg,Aktiebolaget Electrolux,,,,,[11]
.aetna,Aetna,,,,,[11]
.afl,Australian Football League,,,,,[11]
.agakhan,Aga Khan Foundation,,,,,[11]
.aig,American International Group,,,,,[11]
.aigo,Aigo,,,,,[11]
.airbus,Airbus,,,,,[11]
.airtel,Bharti Airtel,,,,,[11]
.akdn,Aga Khan Foundation,,,,,[11]
.alfaromeo,Fiat Chrysler Automobiles (Alfa Romeo),,,,,[11]
.alibaba,Alibaba Group,,,,,[11]
.alipay,Alibaba Group,,,,,[11]
.allfinanz,Allfinanz Deutsche Vermögensberatung Aktiengesellschaft,,,Un­known,Un­known,[154]
.allstate,Allstate,,,,,[11]
.ally,Ally Financial,,,,,[11]
.alstom,Alstom,,,,,[11]
.amazon,Amazon,,,,,
.americanexpress,American Express,,,,,[11]
.amex,American Express,,,,,[11]
.amica,Amica Mutual Insurance,,,,,[11]
.android,Google (Android),,,Un­known,Un­known,[155]
.anz,Australia & New Zealand Banking Group,,,,,[11]
.aol,AOL,,,,,[11]
.apple,Apple,,,,,[11]
.aquarelle,Aquarelle.com Group,,,Un­known,Un­known,[156]
.aramco,Aramco,,,,,[11]
.audi,Audi,,,,,[11]
.auspost,Australia Post,,,,,[11]
.aws,Amazon Web Services,,,,,[11]
.axa,Axa,,,Yes[12],Yes[12],[157]
.azure,Microsoft,,,,,[11]
.baidu,Baidu,,,,,[11]
.bananarepublic,Gap (Banana Republic),,,,,[11]
.barclaycard,Barclays,,,Un­known,Un­known,[158]
.barclays,Barclays,,,Un­known,Un­known,[158]
.basketball,FIBA,,,,,[159]
.bauhaus,Werkhaus GmbH,,,,,[11]
.bbc,BBC,,,,,[11]
.bbt,BB&T,,,,,[11]
.bbva,Banco Bilbao Vizcaya Argentaria,,,,,[11]
.bcg,Boston Consulting Group,,,,,[11]
.bentley,Bentley,,,,,[11]
.bharti,Bharti Enterprises,,,,,[11]
.bing,Microsoft (Bing),,,,,[11]
.blanco,BLANCO GmbH + Co KG,,,,,[11]
.bloomberg,Bloomberg,,,Un­known,Un­known,[160]
.bms,Bristol-Myers Squibb,,,,,[11]
.bmw,BMW,,,No,No,[161]
.bnl,Banca Nazionale del Lavoro,,,Un­known,Un­known,[162]
.bnpparibas,BNP Paribas,,,Un­known,Un­known,[163]
.boehringer,Boehringer Ingelheim,,,,,[11]
.bond,Bond University[11],,,,,Later became a gTLD on 26 November 2019
.booking,Booking.com,,,,,[11]
.bosch,Robert Bosch GmbH,,,,,[11]
.bostik,Bostik,,,,,[11]
.bradesco,Bradesco,,,Un­known,Un­known,[164]
.bridgestone,Bridgestone,,,,,[11]
.brother,Brother Industries,,,,,[11]
.bugatti,Bugatti,,,,,[11]
.cal,Google (Google Calendar),,,Un­known,Un­known,[165]
.calvinklein,PVH,,,,,[11]
.canon,Canon,,,,,[11]
.capitalone,Capital One,,,,,[11]
.caravan,Caravan International,,,Un­known,Un­known,[166]
.cartier,Richemont DNS,,,,,[11]
.cba,Commonwealth Bank,,,,,[11]
.cbn,Christian Broadcasting Network,,,,,[11]
.cbre,CBRE Group,,,,,[11]
.cbs,CBS,,,,,[11]
.cern,CERN,,,Un­known,Un­known,[167]
.cfa,CFA Institute,,,,,[11]
.chanel,Chanel,,,,,[11]
.chase,Chase Bank,,,,,[11]
.chintai,Chintai Corporation [ja],,,,,[11]
.chrome,Google (Google Chrome),,,Un­known,Un­known,[168]
.chrysler,Chrysler,,,,,[11]
.cipriani,Hotel Cipriani Srl,,,,,[11]
.cisco,Cisco Systems,,,,,[11]
.citadel,Citadel Domain,,,,,[11]
.citi,Citigroup,,,,,[11]
.citic,CITIC Group,,,No,No,[169]
.clubmed,Club Med,,,,,[11]
.comcast,Comcast,,,,,[11]
.commbank,Commonwealth Bank,,,,,[11]
.creditunion,CUNA Performance Resources,,,,,[11]
.crown,Crown Equipment Corporation,,,,,[11]
.crs,"Federated Co-operatives
(Co-Operative Retailing System)",,,Un­known,Un­known,[170]
.csc,DXC Technology,,,,,
.cuisinella,Société Alsacienne de Meubles (Cuisinella),,,Un­known,Un­known,[171]
.dabur,Dabur,,,,,[11]
.datsun,Nissan (Datsun),,,,,[11]
.dealer,Dealer Dot Com,,,,,[11]
.dell,Dell,,,,,[11]
.deloitte,Deloitte,,,,,[11]
.delta,Delta Air Lines,,,,,[11]
.dhl,Deutsche Post,,,,,[11]
.discover,Discover Financial Services,,,,,[11]
.dish,Dish Network,,,,,[11]
.dnp,Dai Nippon Printing,,,Un­known,Un­known,[172]
.dodge,Chrysler (Dodge),,,,,[11]
.dunlop,Goodyear Tire and Rubber Company (Dunlop Tyres),,,,,[11]
.dupont,DuPont,,,,,[11]
.dvag,Deutsche Vermögensberatung,,,Un­known,Un­known,[173]
.edeka,Edeka,,,Un­known,Un­known,[174]
.emerck,Merck Group,,,Un­known,Un­known,[175]
.epson,Seiko Epson,,,,,[11]
.ericsson,Ericsson,,,,,[11]
.erni,ERNI Group Holding AG,,,,,[11]
.esurance,Esurance,,,,,[11]
.etisalat,Etisalat,,,,,[11]
.eurovision,European Broadcasting Union (Eurovision),,,,,[11]
.everbank,EverBank,,,Un­known,Un­known,[176]
.extraspace,Extra Space Storage,,,,,[11]
.fage,Fage,,,,,[11]
.fairwinds,FairWinds Partners,,,,,[11]
.farmers,Farmers Insurance Exchange,,,,,[11]
.fedex,FedEx,,,,,[11]
.ferrari,Fiat Chrysler Automobiles (Ferrari),,,,,[11]
.ferrero,Ferrero,,,,,[11]
.fiat,Fiat Chrysler Automobiles,,,,,[11]
.fidelity,Fidelity Investments,,,,,[11]
.firestone,Bridgestone,,,,,[11]
.firmdale,Firmdale Holdings,,,Un­known,Un­known,[177]
.flickr,Yahoo! (Flickr),,,,,[11]
.flir,FLIR Systems,,,,,[11]
.flsmidth,FLSmidth,,,Un­known,Un­known,[178]
.ford,Ford,,,,,[11]
.fox,Fox Broadcasting Company,,,,,[11]
.fresenius,Fresenius Immobilien-Verwaltungs-GmbH,,,,,[11]
.forex,Dotforex Registry Ltd,,,,,[11]
.frogans,OP3FT,,,Yes[12],Yes[12],Solely for use by the Frogans technology[179]
.frontier,Frontier Communications,,,,,[11]
.fujitsu,Fujitsu,,,,,[11]
.fujixerox,Fuji Xerox,,,,,[11]
.gallo,E & J Gallo Winery,,,,,[11]
.gallup,Gallup,,,,,[11]
.gap,Gap,,,,,[11]
.gbiz,Google,,,Un­known,Un­known,[180]
.gea,GEA Group,,,,,[11]
.genting,Genting Group,,,,,[11]
.giving,Giving Limited,,,,,[11]
.gle,Google,,,Un­known,Un­known,[181]
.globo,Grupo Globo,,,No,No,[182]
.gmail,Google (Gmail),,,Un­known,Un­known,[183]
.gmo,GMO Internet,,,Un­known,Un­known,[184]
.gmx,"1&1 Mail & Media (GMX, Global Message Exchange)",,,Un­known,Un­known,[185]
.godaddy,Go Daddy,,,,,[11]
.goldpoint,Yodobashi Camera,,,,,[11]
.goodyear,Goodyear Tire and Rubber Company,,,,,[11]
.goog,Google,,,Un­known,Un­known,[186]
.google,Google,,,Un­known,Un­known,[187]
.grainger,"Grainger Registry Services, LLC",,,,,[11]
.guardian,Guardian Life Insurance Company of America,,,,,[11]
.gucci,Gucci,,,,,[11]
.hbo,HBO,,,,,[11]
.hdfc,Housing Development Finance Corporation,,,,,[11]
.hdfcbank,HDFC Bank,,,,,[11]
.hermes,Hermès,,,,,[11]
.hisamitsu,Hisamitsu Pharmaceutical,,,,,[11]
.hitachi,Hitachi,,,,,[11]
.hkt,Hong Kong Telecom,,,,,[11]
.honda,Honda,,,,,[11]
.honeywell,Honeywell,,,,,[11]
.hotmail,Microsoft (Hotmail),,,,,[11]
.hsbc,HSBC,,,Un­known,Un­known,[188]
.hughes,Hughes Network Systems,,,,,[11]
.hyatt,Hyatt,,,,,[11]
.hyundai,Hyundai Motor Company,,,,,[11]
.ibm,IBM,,,Un­known,Un­known,[189]
.ieee,Institute of Electrical & Electronics Engineers,,,,,[11]
.ifm,ifm electronic gmbh,,,,,[11]
.ikano,Ikano,,,,,[11]
.imdb,Amazon (IMDb),,,,,[11]
.infiniti,Nissan (Infiniti),,,,,[11]
.intel,Intel,,,,,[11]
.intuit,Intuit,,,,,[11]
.ipiranga,Ipiranga,,,,,[11]
.iselect,iSelect,,,,,[11]
.itau,Itaú Unibanco,,,,,[11]
.itv,ITV,,,,,[11]
.iveco,CNH Industrial (Iveco),,,,,[11]
.jaguar,Jaguar Land Rover,,,,,[11]
.java,Oracle (Java),,,,,[11]
.jcb,JCB,,,,,[11]
.jcp,JCP Media,,,,,[11]
.jeep,Chrysler (Jeep),,,,,[11]
.jpmorgan,JPMorgan Chase,,,,,[11]
.juniper,Juniper Networks,,,,,[11]
.kddi,KDDI,,,,,[11]
.kerryhotels,Kerry Trading Co. Limited,,,,,[11]
.kerrylogistics,Kerry Trading Co. Limited,,,,,[11]
.kerryproperties,Kerry Trading Co. Limited,,,,,[11]
.kfh,Kuwait Finance House,,,,,[11]
.kia,Kia Motors Corporation,,,,,[11]
.kinder,Ferrero (Kinder Surprise),,,,,[11]
.kindle,Amazon (Amazon Kindle),,,,,[11]
.komatsu,Komatsu,,,,,[11]
.kpmg,KPMG,,,,,[11]
.kred,KredTLD,,,Un­known,Un­known,[190]
.kuokgroup,Kerry Trading Co. Limited,,,,,[11]
.lacaixa,Caixa d’Estalvis i Pensions de Barcelona,,,Un­known,Un­known,[191]
.ladbrokes,Ladbrokes,,,,,[11]
.lamborghini,Lamborghini,,,,,[11]
.lancaster,Lancaster (Coty),,,,,[11]
.lancia,Fiat Chrysler Automobiles (Lancia),,,,,[11]
.lancome,L'Oréal,,,,,[11]
.landrover,Jaguar Land Rover,,,,,[11]
.lanxess,Lanxess,,,,,[11]
.lasalle,JLL,,,,,[11]
.latrobe,La Trobe University,,,Un­known,Un­known,[192]
.lds,The Church of Jesus Christ of Latter-day Saints (LDS Church)[193],,,Un­known,Un­known,[194]
.leclerc,E.Leclerc,,,,,[195]
.lego,Lego Group,,,,,[11]
.liaison,Liaison Technologies,,,,,[11]
.lexus,Toyota (Lexus),,,,,[11]
.lidl,Lidl,,,,,[11]
.lifestyle,"Lifestyle Domain Holdings, Inc.",,,,,[11]
.lilly,Eli Lilly & Company,,,,,[11]
.lincoln,Ford (Lincoln),,,,,[11]
.linde,Linde,,,,,[11]
.lipsy,Lipsy Ltd,,,,,[11]
.lixil,Lixil Group,,,,,[11]
.locus,Locus Analytics,,,,,[11]
.lotte,Lotte Holdings,,,,,[11]
.lpl,LPL Financial,,,,,[11]
.lplfinancial,LPL Financial,,,,,[11]
.lundbeck,Lundbeck,,,,,[11]
.lupin,Lupin Limited,,,,,[11]
.macys,Macy's,,,,,[11]
.maif,Mutuelle Assurance Instituteur France (MAIF),,,,,[11]
.man,MAN,,,,,[11]
.mango,Mango,,,Latin script[12],Latin script[12],[196]
.marriott,Marriott International,,,,,[11]
.maserati,Fiat Chrysler Automobiles (Maserati),,,,,[11]
.mattel,Mattel,,,,,[11]
.mckinsey,McKinsey & Company,,,,,[11]
.metlife,MetLife,,,,,[11]
.microsoft,Microsoft,,,,,[11]
.mini,BMW (Mini),,,No,No,[197]
.mit,Massachusetts Institute of Technology,,,,,[11]
.mitsubishi,Mitsubishi Corporation,,,,,[11]
.mlb,MLB Advanced Media,,,,,[11]
.mma,MMA IARD,,,,,[11]
.monash,Monash University,,,No,No,[198][199]
.mormon,The Church of Jesus Christ of Latter-day Saints (LDS Church)[193],,,Un­known,Un­known,[200]
.moto,Motorola,,,,,[11]
.movistar,Telefónica (Movistar),,,,,[11]
.msd,"MSD Registry Holdings, Inc.",,,,,[11]
.mtn,MTN,,,,,[11]
.mtr,MTR Corporation,,,,,[11]
.mutual,Northwestern Mutual,,,,,[11]
.nadex,Nadex,,,,,[11]
.nationwide,Nationwide Mutual Insurance Company,,,,,[11]
.natura,Natura & Co,,,,,[11]
.nba,National Basketball Association,,,,,[11]
.nec,NEC,,,,,[11]
.netflix,Netflix,,,,,[11]
.neustar,Neustar,,,No,No,[201]
.newholland,"CNH Industrial (New Holland Agriculture, New Holland Construction)",,,,,[11]
.nfl,National Football League,,,,,[11]
.nhk,NHK,,,Un­known,Un­known,[202]
.nico,Dwango (Niconico),,,Un­known,Un­known,[203]
.nike,Nike,,,,,[11]
.nikon,Nikon,,,,,[11]
.nissan,Nissan,,,,,[11]
.nissay,Nippon Life,,,,,[11]
.nokia,Nokia,,,,,[11]
.northwesternmutual,Northwestern Mutual,,,,,[11]
.norton,NortonLifeLock,,,,,[11]
.nra,National Rifle Association of America,,,Un­known,Un­known,[204]
.ntt,Nippon Telegraph & Telephone,,,,,[11]
.obi,OBI Group Holding SE & Co. KGaA,,,,,[11]
.office,Microsoft (Microsoft Office),,,,,[11]
.omega,Swatch Group (Omega),,,,,[11]
.oracle,Oracle,,,,,[11]
.orange,Orange,,,,,[11]
.otsuka,Otsuka Pharmaceutical,,,Un­known,Un­known,[205]
.ovh,OVH,,,French[12],French[12],[206]
.panasonic,Panasonic,,,,,[11]
.pccw,PCCW,,,,,[11]
.pfizer,Pfizer,,,,,[11]
.philips,Philips,,,,,[11]
.piaget,Piaget,,,Un­known,Un­known,[207]
.pictet,Pictet,,,,,[11]
.ping,Ping,,,,,[11]
.pioneer,Pioneer Corporation,,,,,[11]
.play,Google (Google Play),,,,,[11]
.playstation,Sony (PlayStation),,,,,[11]
.pohl,"Deutsche Vermögensberatung
(founder Reinfried Pohl)",,,Un­known,Un­known,[208]
.politie,Politie Nederland,,,,,[11]
.praxi,Praxi,,,Un­known,Un­known,[209]
.prod,Google (products),,,Un­known,Un­known,[210]
.progressive,Progressive Corporation,,,,,[11]
.pru,Prudential Financial,,,,,[11]
.prudential,Prudential Financial,,,,,[11]
.pwc,PwC,,,Un­known,Un­known,[211]
.quest,Quest Software,,,,,[11]
.qvc,QVC,,,,,[11]
.redstone,Redstone Haute Couture Co,,,,,[11]
.reliance,Reliance Industries,,,,,[11]
.rexroth,Robert Bosch GmbH,,,,,[11]
.ricoh,Ricoh,,,,,[11]
.rmit,Royal Melbourne Institute of Technology,,,,,[11]
.rocher,Ferrero (Ferrero Rocher),,,,,[11]
.rogers,Rogers Communications,,,,,[11]
.rwe,RWE,,,,,[11]
.safety,"Safety Registry Services, LLC.",,,,,[11]
.sakura,Sakura Internet [ja],,,,,[11]
.samsung,Samsung SDS,,,,,[11]
.sandvik,Sandvik,,,,,[11]
.sandvikcoromant,Sandvik Coromant,,,Un­known,Un­known,[212]
.sanofi,Sanofi,,,,,[11]
.sap,SAP,,,,,[213]
.saxo,Saxo Bank,,,,,[11]
.sbi,State Bank of India,,,,,[11]
.sbs,Special Broadcasting Service[11],,,,,Later became a gTLD on 15 June 2021
.sca,Svenska Cellulosa,,,Un­known,Un­known,[214]
.scb,Siam Commercial Bank,,,Thai[12],Thai[12],
.schaeffler,Schaeffler Technologies,,,,,[11]
.schmidt,Société Alsacienne de Meubles (Cuisines Schmidt),,,Un­known,Un­known,[215]
.schwarz,Schwarz Gruppe,,,,,[11]
.scjohnson,SC Johnson & Son,,,,,[11]
.scor,SCOR,,,,,[11]
.seat,SEAT,,,,,[11]
.sener,"Sener Ingeniería y Sistemas, S.A.",,,,,[11]
.ses,SES,,,,,[11]
.sew,SEW Eurodrive,,,,,[11]
.seven,Seven West Media,,,,,[11]
.sfr,SFR,,,,,[11]
.seek,Seek,,,No,No,[216]
.shangrila,Shangri-La Hotels & Resorts,,,,,[11]
.sharp,Sharp Corporation,,,,,[11]
.shaw,Shaw Cablesystems G.P.,,,,,[11]
.shell,Shell,,,,,[11]
.shriram,Shriram Capital,,,,,[11]
.sina,Sina Corp,,,,,[11]
.sky,Sky Group,,,,,[11]
.skype,Microsoft (Skype),,,,,[11]
.smart,Smart Communications,,,,,[11]
.sncf,SNCF,,,,,[11]
.softbank,SoftBank,,,,,[11]
.sohu,Sohu,,,Un­known,Un­known,[217]
.sony,Sony,,,,,[11]
.spiegel,Der Spiegel,,,Un­known,Un­known,[218]
.stada,Stada Arzneimittel,,,,,[11]
.staples,Staples,,,,,[11]
.star,Disney Star,,,,,[11]
.starhub,StarHub,,,,,[11]
.statebank,State Bank of India,,,,,[11]
.statefarm,State Farm,,,,,[11]
.statoil,Statoil,,,,,[11]
.stc,Saudi Telecom Company,,,,,[11]
.stcgroup,Saudi Telecom Company,,,,,[11]
.suzuki,Suzuki,,,Un­known,Un­known,[219]
.swatch,Swatch Group,,,,,[11]
.swiftcover,Swiftcover,,,,,[11]
.symantec,NortonLifeLock,,,,,[11]
.taobao,Alibaba Group (Taobao),,,,,[11]
.target,Target,,,,,[11]
.tatamotors,Tata Motors,,,,,[11]
.tdk,TDK,,,,,[11]
.telecity,TelecityGroup,,,,,[11]
.telefonica,Telefónica,,,,,[11]
.temasek,Temasek Holdings,,,,,[11]
.teva,Teva Pharmaceuticals,,,,,[11]
.tiffany,Tiffany & Co,,,,,[11]
.tjx,TJX Companies,,,,,[11]
.toray,Toray Industries,,,,,[11]
.toshiba,Toshiba,,,,,[11]
.total,Total,,,,,[11]
.toyota,Toyota,,,,,[11]
.travelchannel,"Lifestyle Domain Holdings, Inc. (Travel Channel)",,,,,[11]
.travelers,"Travelers TLD, LLC (The Travelers Companies)",,,,,[11]
.tui,TUI,,,Un­known,Un­known,[220]
.tvs,T V Sundram Iyengar & Sons Private Limited,,,,,[11]
.ubs,UBS,,,,,[11]
.unicom,China Unicom,,,,,[11]
.uol,Universo Online,,,Un­known,Un­known,Delegated to UOL subsidiary UBN Internet.[221]
.ups,United Parcel Service,,,,,[11]
.vanguard,Vanguard Group,,,,,[11]
.verisign,VeriSign,,,,,[11]
.vig,Vienna Insurance Group,,,,,[11]
.viking,Viking River Cruises,,,,,[11]
.virgin,Virgin Group,,,,,[11]
.visa,Visa,,,,,[11]
.vista,Vistaprint,,,,,[11]
.vistaprint,Vistaprint,,,,,[11]
.vivo,Telefónica Brasil,,,,,[11]
.volkswagen,Volkswagen Group of America,,,,,[11]
.volvo,Volvo,,,,,[11]
.walmart,Walmart,,,,,[11]
.walter,Sandvik,,,,,[11]
.weatherchannel,IBM (The Weather Company),,,,,[11]
.weber,Saint-Gobain,,,,,[11]
.weir,Weir Group,,,,,[11]
.williamhill,William Hill,,,Un­known,Un­known,[222]
.windows,Microsoft (Microsoft Windows),,,,,[11]
.wme,Endeavor,,,Un­known,Un­known,[223]
.wolterskluwer,Wolters Kluwer,,,,,[11]
.woodside,Woodside Petroleum,,,,,[11]
.wtc,World Trade Centers Association,,,Un­known,Un­known,[224]
.xbox,Microsoft Xbox,,,,,[11]
.xerox,Fuji Xerox,,,,,[11]
.xfinity,Comcast,,,,,[11]
.yahoo,Yahoo!,,,,,[11]
.yamaxun,Amazon (Amazon China),,,,,[11]
.yandex,Yandex,,,Un­known,Un­known,[225]
.yodobashi,Yodobashi Camera,,,,,[11]
.youtube,Google (YouTube),,,Un­known,Un­known,[226]
.zappos,Amazon (Zappos),,,,,[11]
.zara,Inditex (Zara),,,,,[11]
.zippo,Zippo,,,,,[11]
